title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
Grand Estates Cabernet Sauvignon 2013,3.7,11.97,3212,us,United States,Columbia Valley,Columbia Crest,/wineries/columbia-crest/wines/grand-estates-cabernet-sauvignon-2013,/wineries/columbia-crest/wines/grand-estates-cabernet-sauvignon-2013,//images.vivino.com/thumbs/Pg1zj5xMREiiV5yCck43aA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Hot To Trot Red Blend 2011,3.7,9.97,3209,us,United States,Columbia Valley,14 Hands,/wineries/us-14-hands/wines/hot-to-trot-red-blend-2011,/wineries/us-14-hands/wines/hot-to-trot-red-blend-2011,//images.vivino.com/thumbs/sAQwMUnzRcy8ksqU8UVK6w_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Brut Prestige,3.7,17.95,3208,us,United States,Napa Valley,Mumm Napa,/wineries/mumm-napa/wines/valley-brut-prestige-8888,/wineries/mumm-napa/wines/valley-brut-prestige-8888,//images.vivino.com/thumbs/YcDBiQulSwubtohtog2KXQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Napa Valley Cabernet Sauvignon 2012,3.9,26.99,3198,us,United States,Napa Valley,Franciscan,/wineries/franciscan-oakville-estate/wines/napa-valley-cabernet-sauvignon-2012,/wineries/franciscan-oakville-estate/wines/napa-valley-cabernet-sauvignon-2012,//images.vivino.com/thumbs/chbnUFDuRhG5Qi1MIJI-mw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Reserve Port Six Grapes,3.9,17.98,3172,pt,Portugal,Reserve Port,Graham's,/wineries/w-and-j-grahams/wines/2247147-six-grapes-reserve-porto-8888,/wineries/w-and-j-grahams/wines/2247147-six-grapes-reserve-porto-8888,//images.vivino.com/thumbs/4vAWapKDRsCqnVoXdQK0Aw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Rioja Reserva 2011,4,21.99,3166,es,Spain,Rioja,Marqués de Murrieta,/wineries/marques-de-murrieta/wines/finca-ygay-reserva-rioja-2011,/wineries/marques-de-murrieta/wines/finca-ygay-reserva-rioja-2011,//images.vivino.com/thumbs/H_NzlmBZRZemjKNHG5ePjg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Tres Picos Garnacha 2014,4,14.98,3158,es,Spain,Campo de Borja,Borsao,/wineries/borsao/wines/tres-picos-garnacha-2014,/wineries/borsao/wines/tres-picos-garnacha-2014,//images.vivino.com/thumbs/yj4Zp822Tu6DbVmkEpeuJg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Reserva Carmenère 2012,3.4,10.99,3145,cl,Chile,Valle de Colchagua,Ventisquero,/wineries/ventisquero/wines/2304410-carmnre-2012,/wineries/ventisquero/wines/2304410-carmnre-2012,//images.vivino.com/thumbs/WZUG6oHbRXiVdeav3BbYxA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Punto Final Malbec 2015,3.6,13.98,3120,ar,Argentina,Mendoza,Renacer,/wineries/bodega-renacer/wines/punto-final-clasico-malbec-2015,/wineries/bodega-renacer/wines/punto-final-clasico-malbec-2015,//images.vivino.com/thumbs/l7NEzFCwTieZ1Mzp_b-oAg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
E - Evolution White,4,17.98,3109,us,United States,Oregon,Sokol Blosser,/wineries/sokol-blosser-winery/wines/evolution-8888,/wineries/sokol-blosser-winery/wines/evolution-8888,//images.vivino.com/thumbs/Ufa12UI3Q_aWqrhwzxOAnQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Rosé Brut Champagne,4.2,74.99,3105,fr,France,Champagne,Bollinger,/wineries/bollinger/wines/2146278-champagne-ros-8888,/wineries/bollinger/wines/2146278-champagne-ros-8888,//images.vivino.com/thumbs/bqauh6p1Tu2sOLxSVGhiHw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Rioja Reserva 2011,3.9,17.98,3092,es,Spain,Rioja,Beronia,/wineries/es-beronia/wines/rioja-reserva-2011,/wineries/es-beronia/wines/rioja-reserva-2011,//images.vivino.com/thumbs/tEHkQJ-eTYWMf2NEzssV8w_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Crianza Rioja 2011,3.6,10.97,3081,es,Spain,Rioja,Altos Ibéricos,/wineries/soto-de-torres/wines/altos-ibricos-crianza-2011,/wineries/soto-de-torres/wines/altos-ibricos-crianza-2011,//images.vivino.com/thumbs/rEloQS67Sbu7tapV0EHPJQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Toscana 2011,3.4,9.99,3051,it,Italy,Toscana,Santa Cristina,/wineries/santa-cristina/wines/1345851-toscana-2011,/wineries/santa-cristina/wines/1345851-toscana-2011,//images.vivino.com/thumbs/464iMZfUR8WRTYvxQrvD7w_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Reserva Carmenère 2015,3.7,12.50,3043,cl,Chile,Valle Central,Casillero del Diablo,/wineries/casillero-del-diablo/wines/casillero-del-diablo-carmenere-reserva-2015,/wineries/casillero-del-diablo/wines/casillero-del-diablo-carmenere-reserva-2015,//images.vivino.com/thumbs/SYhFHmFhSuySO5s5x_SFJA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Toro 2011,4.3,54.98,3043,es,Spain,Toro,Pintia,/wineries/bodegas-pintia-vega-sicilia/wines/toro-cosecha-2011,/wineries/bodegas-pintia-vega-sicilia/wines/toro-cosecha-2011,//images.vivino.com/thumbs/hL34f_CdQ_ObRBld_FxhVA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon 2010,4.3,69.95,3042,us,United States,Alexander Valley,Jordan,/wineries/jordan-vineyard-and-winery/wines/alexander-valley-cabernet-sauvignon-2010,/wineries/jordan-vineyard-and-winery/wines/alexander-valley-cabernet-sauvignon-2010,//images.vivino.com/wineries/1468/vintages/000scb8xfdz4k_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Opus One 2012,4.6,268.99,3028,us,United States,Napa Valley,Opus One,/wineries/opus-one/wines/opus-one-2012,/wineries/opus-one/wines/opus-one-2012,//images.vivino.com/thumbs/Pm7WwpF8TkmlnRsEVqeY5Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Pinot Grigio Valdadige,3.6,10.99,3026,it,Italy,Valdadige,Barone Fini,/wineries/barone-fini/wines/valdadige-pinot-grigio-8888,/wineries/barone-fini/wines/valdadige-pinot-grigio-8888,//images.vivino.com/thumbs/H2TB1cWkSn6E4BGpNRb_tg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
California Pinot Noir 2014,3.5,9.99,3023,us,United States,California,Mark West,/wineries/mark-west-winery/wines/california-pinot-noir-2014,/wineries/mark-west-winery/wines/california-pinot-noir-2014,//images.vivino.com/thumbs/fOXbCL49QT6ERDPsRzzw5g_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Coyam 2011,4.1,24.99,3008,cl,Chile,Valle de Colchagua,Emiliana,/wineries/emiliana/wines/coyam-2011,/wineries/emiliana/wines/coyam-2011,//images.vivino.com/thumbs/f_Z-EiWSTb2TpgWk8yaPsw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Gris Blanc,3.7,13.95,3003,fr,France,Pays d'Oc,Gérard Bertrand,/wineries/gerard-bertrand/wines/gris-blanc-8888,/wineries/gerard-bertrand/wines/gris-blanc-8888,//images.vivino.com/wineries/3105/wines/000pbob5d84e9_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Sauvignon Blanc 2015,3.9,12.99,2996,nz,New Zealand,Marlborough,Matua,/wineries/matua-valley/wines/marlborough-sauvignon-blanc-2015,/wineries/matua-valley/wines/marlborough-sauvignon-blanc-2015,//images.vivino.com/thumbs/1sbrWnIkTySw0JAG6oNAmg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Malbec 2013,3.7,13.99,2989,ar,Argentina,Lujan de Cuyo,BenMarco,/wineries/benmarco/wines/benmarco-malbec-2013,/wineries/benmarco/wines/benmarco-malbec-2013,//images.vivino.com/thumbs/ThSxGzPvTDmv3mXh4nboLA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Reserve Malbec 2014,3.5,12.99,2988,ar,Argentina,Mendoza,Trivento,/wineries/trivento-bodegas-y-vinedos-sa/wines/reserve-malbec-2014,/wineries/trivento-bodegas-y-vinedos-sa/wines/reserve-malbec-2014,//images.vivino.com/thumbs/ZF7QfJjdQ92lVJtDKhmSdw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Knights Valley Cabernet Sauvignon 2012,3.9,26.95,2985,us,United States,Knights Valley,Beringer Vineyards,/wineries/beringer-vineyards/wines/1908492-knights-valley-cabernet-sauvignon-2012,/wineries/beringer-vineyards/wines/1908492-knights-valley-cabernet-sauvignon-2012,//images.vivino.com/thumbs/ZRiv6_KxTUWTYd9XrtQY4Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Moscato d'Asti Nivole,4.1,19.99,2984,it,Italy,Moscato d'Asti,Michele Chiarlo,/wineries/azienda-vitivinicola-michele-chiarlo/wines/nivole-moscato-dasti-8888,/wineries/azienda-vitivinicola-michele-chiarlo/wines/nivole-moscato-dasti-8888,//images.vivino.com/thumbs/KOZ5gWfXQL64QDli3ydUgw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
PSI 2011,4.1,32.95,2982,es,Spain,Ribera del Duero,Dominio de Pingus,/wineries/dominio-de-pingus/wines/psi-ribera-del-duero-2011,/wineries/dominio-de-pingus/wines/psi-ribera-del-duero-2011,//images.vivino.com/thumbs/00eojjplpqelr_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Rustico,3.8,13.95,2979,it,Italy,Prosecco di Conegliano-Valdobbiadene,Nino Franco,/wineries/nino-franco-spumanti-srl/wines/rustico-8888,/wineries/nino-franco-spumanti-srl/wines/rustico-8888,//images.vivino.com/thumbs/JjQmmzTxRmeTuy9O3wsFJA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Tinto,2.7,12.99,2974,ar,Argentina,San Rafael,Don Valentin Lacrado,/wineries/ar-don-valentin/wines/don-valentin-lacrado-tinto-8888,/wineries/ar-don-valentin/wines/don-valentin-lacrado-tinto-8888,//images.vivino.com/thumbs/014zujqh5feeg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
PSI 2012,4.1,29.99,2968,es,Spain,Ribera del Duero,Dominio de Pingus,/wineries/dominio-de-pingus/wines/psi-ribera-del-duero-2012,/wineries/dominio-de-pingus/wines/psi-ribera-del-duero-2012,//images.vivino.com/thumbs/02078u2njsxfg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Sofia Rosé,3.5,12.95,2966,us,United States,Monterey County,Francis Ford Coppola,/wineries/francis-ford-coppola/wines/sofia-rose-8888,/wineries/francis-ford-coppola/wines/sofia-rose-8888,//images.vivino.com/thumbs/76Soiyg0QxuVhIssBYPWrA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Felino Malbec 2014,3.8,19.99,2963,ar,Argentina,Mendoza,Viña Cobos,/wineries/cobos/wines/mendoza-felino-malbec-2014,/wineries/cobos/wines/mendoza-felino-malbec-2014,//images.vivino.com/thumbs/u-BvpynGQXmYqmPgq8Ss0Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Sauvignon Blanc 2016,3.8,11.99,2963,nz,New Zealand,Marlborough,Oyster Bay,/wineries/oyster-bay-wines-new-zealand-limited/wines/sauvignon-blanc-2016,/wineries/oyster-bay-wines-new-zealand-limited/wines/sauvignon-blanc-2016,//images.vivino.com/thumbs/yKijZ660QoiyuthM7rIBHA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Brunello di Montalcino 2009,4.3,50.99,2956,it,Italy,Brunello di Montalcino,CastelGiocondo,/wineries/it-castelgiocondo/wines/brunello-di-montalcino-2009,/wineries/it-castelgiocondo/wines/brunello-di-montalcino-2009,//images.vivino.com/thumbs/mFifrXjFTF2kJwKcHWcDpQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon 2013,3.8,17.99,2956,us,United States,Sonoma County,Rodney Strong,/wineries/rodney-strong/wines/alexander-valley-sonoma-county-cabernet-sauvignon-2013,/wineries/rodney-strong/wines/alexander-valley-sonoma-county-cabernet-sauvignon-2013,//images.vivino.com/thumbs/MIPaQyd0TSyLwCEKxA0VFA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Malbec Clásico 2014,3.5,10.44,2941,ar,Argentina,Lunlunta,Altos Las Hormigas,/wineries/altos-las-hormigas/wines/mendoza-clasico-malbec-2014,/wineries/altos-las-hormigas/wines/mendoza-clasico-malbec-2014,//images.vivino.com/thumbs/6PWaXrzpTzmGCnktl7yU-Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cuvée de Réserve Blanc de Blancs Grand Cru,4,48.99,2939,fr,France,Champagne,Pierre Peters,/wineries/pierre-peters/wines/cuve-de-rserve-blanc-de-blancs-grand-cru-8888,/wineries/pierre-peters/wines/cuve-de-rserve-blanc-de-blancs-grand-cru-8888,//images.vivino.com/thumbs/37eGlOb1S5OaqIF-iPfsKA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Brut Majeur,3.8,39.99,2939,fr,France,Champagne,Ayala,/wineries/ayala/wines/champagne-brut-majeur-8888,/wineries/ayala/wines/champagne-brut-majeur-8888,//images.vivino.com/thumbs/GIhFJXNMRH6hWi9tHaSvFA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Portillo Malbec 2014,3.4,9.99,2938,ar,Argentina,Tunuyán,Bodegas Salentein,/wineries/bodegas-salentein/wines/portillo-malbec-2014,/wineries/bodegas-salentein/wines/portillo-malbec-2014,//images.vivino.com/thumbs/02ds839s34v9d_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon 2014,3.8,19.99,2938,us,United States,Columbia Valley,Château Ste. Michelle,/wineries/chateau-ste-michelle-winery/wines/columbia-valley-cabernet-sauvignon-2014,/wineries/chateau-ste-michelle-winery/wines/columbia-valley-cabernet-sauvignon-2014,//images.vivino.com/thumbs/xyHWIZSNT265n39Br-R2aw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Brut Blue Top,3.7,29.99,2935,fr,France,Champagne,Heidsieck &amp; Co,/wineries/champagne-heidsieck-and-co-monopole/wines/blue-top-monopole-champagne-brut-8888,/wineries/champagne-heidsieck-and-co-monopole/wines/blue-top-monopole-champagne-brut-8888,//images.vivino.com/thumbs/1IyJcBhiRVaLTNMLv1ZpcQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Camins del Priorat 2015,3.9,22.99,2935,es,Spain,Priorat,Alvaro Palacios,/wineries/alvaro-palacios/wines/camins-del-priorat-2015,/wineries/alvaro-palacios/wines/camins-del-priorat-2015,//images.vivino.com/thumbs/lBL1Nfh9TLqDQXIbCt0K5A_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Pruno Ribera del Duero 2013,3.6,19.99,2923,es,Spain,Ribera del Duero,Finca Villacreces,/wineries/bodegas-finca-villacreces/wines/pruno-2013,/wineries/bodegas-finca-villacreces/wines/pruno-2013,//images.vivino.com/thumbs/5oVG8ONtQc-b7WP5OMpe_Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Côte des Roses Languedoc (Grenache - Cinsault - Syrah),3.9,11.95,2916,fr,France,Languedoc,Gérard Bertrand,/wineries/gerard-bertrand/wines/languedoc-cote-des-roses-rose-8888,/wineries/gerard-bertrand/wines/languedoc-cote-des-roses-rose-8888,//images.vivino.com/thumbs/xnFSdnFlSKy5hgW8MXrCKg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
120 Cabernet Sauvignon 2015,3.2,11.99,2914,cl,Chile,Valle Central,Santa Rita,/wineries/santa-rita/wines/120-cabernet-sauvignon-2015,/wineries/santa-rita/wines/120-cabernet-sauvignon-2015,//images.vivino.com/thumbs/hi8U2wI6T5SYf6i1QK2SOg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Cuvée Prestige,4.1,83.98,2912,fr,France,Champagne,Taittinger,/wineries/taittinger/wines/selected-champagne-cuve-prestige-8888,/wineries/taittinger/wines/selected-champagne-cuve-prestige-8888,//images.vivino.com/thumbs/OezIyxERSgWg5Xsiq1JrhQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Tignanello 2008,4.4,99.95,2909,it,Italy,Toscana,Marchesi Antinori,/wineries/antinori-wine-estates/wines/1192808-tignanello-2008,/wineries/antinori-wine-estates/wines/1192808-tignanello-2008,//images.vivino.com/thumbs/1350435077_110_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Moscato d'Asti,4.3,12.99,2906,it,Italy,Moscato d'Asti,Risata,/wineries/ivispa-canelli/wines/moscato-dasti-8888,/wineries/ivispa-canelli/wines/moscato-dasti-8888,//images.vivino.com/thumbs/Fa_ncLfYQnSDc4qquyxrXg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Riesling 2014,3.8,10.98,2904,de,Germany,Mosel,Dr. Loosen,/wineries/dr-loosen/wines/l-riesling-2014,/wineries/dr-loosen/wines/l-riesling-2014,//images.vivino.com/thumbs/aVnmUsCiT8G-uiYPCsZRSw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Riesling 2014,3.8,8.99,2892,us,United States,Columbia Valley,Château Ste. Michelle,/wineries/chateau-ste-michelle-winery/wines/4299311-columbia-valley-riesling-2014,/wineries/chateau-ste-michelle-winery/wines/4299311-columbia-valley-riesling-2014,//images.vivino.com/thumbs/cMP-RhF_Qseex464QTSjMQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Brut Classic,3.6,18.99,2892,us,United States,California,Chandon,/wineries/us-chandon/wines/brut-classic-california-8888,/wineries/us-chandon/wines/brut-classic-california-8888,//images.vivino.com/wineries/1780/wines/000oijgzr6omx.jpeg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Initial Grand Cru Blanc de Blancs Brut,4.5,158,2864,fr,France,Champagne,Jacques Selosse,/wineries/jacques-selosse/wines/champagne-brut-initial-blanc-de-blancs-grand-cru-8888,/wineries/jacques-selosse/wines/champagne-brut-initial-blanc-de-blancs-grand-cru-8888,//images.vivino.com/thumbs/Xsj1dNrYQhCinfcJ3_YGzg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Côtes-du-Rhône Réserve Rouge 2013,3.5,10.99,2849,fr,France,Côtes-du-Rhône,Famille Perrin,/wineries/famille-perrin/wines/rserve-ctes-du-rhne-2013,/wineries/famille-perrin/wines/rserve-ctes-du-rhne-2013,//images.vivino.com/thumbs/Gahe3NvIR0mKR0QxxXRL_Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
H3 Cabernet Sauvignon 2014,3.7,10.98,2848,us,United States,Horse Heaven Hills,Columbia Crest,/wineries/columbia-crest/wines/h3-horse-heaven-hills-cabernet-sauvignon-2014,/wineries/columbia-crest/wines/h3-horse-heaven-hills-cabernet-sauvignon-2014,//images.vivino.com/thumbs/B3TquaLZTSWY-ZoGZjTpwA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Chenin Blanc - Viognier 2014,4,11.99,2832,us,United States,Napa Valley,Pine Ridge,/wineries/pine-ridge/wines/chenin-blancviognier-2014,/wineries/pine-ridge/wines/chenin-blancviognier-2014,//images.vivino.com/thumbs/8n4zU-IUQuOiGC-TWQVkqA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Catena Cabernet Sauvignon 2010,3.9,99.99,2832,ar,Argentina,Mendoza,Catena Zapata,/wineries/catena-zapata/wines/cabernet-sauvignon-2010,/wineries/catena-zapata/wines/cabernet-sauvignon-2010,//images.vivino.com/thumbs/_1UlvHlyQV2lobYWNvufhw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
20 Year Old Tawny Port,4.3,49,2817,pt,Portugal,Aged Tawny Port,Taylor's,/wineries/taylors-port/wines/fladgate-20-year-old-tawny-porto-8888,/wineries/taylors-port/wines/fladgate-20-year-old-tawny-porto-8888,//images.vivino.com/thumbs/caZMuZ-9RWKhRv5ENWocRA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Valbuena 5º 2009,4.6,159,2817,es,Spain,Ribera del Duero,Vega Sicilia,/wineries/es-vega-sicilia/wines/valbuena-5o-2009,/wineries/es-vega-sicilia/wines/valbuena-5o-2009,//images.vivino.com/thumbs/rO3Dh99gTA64orkSAETDkQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Palazzo della Torre Veronese 2012,3.9,19.99,2810,it,Italy,Verona,Allegrini,/wineries/allegrini/wines/palazzo-della-torre-veronese-2012,/wineries/allegrini/wines/palazzo-della-torre-veronese-2012,//images.vivino.com/thumbs/uJOHYVdtRWm9eBokfJDJ9g_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Prosecco Extra Dry,3.6,10.99,2795,it,Italy,Friuli-Venezia Giulia,Fantinel,/wineries/fantinel/wines/extra-dry-prosecco-8888,/wineries/fantinel/wines/extra-dry-prosecco-8888,//images.vivino.com/thumbs/s3UtEqNfQ3qQ3seZcDHFyg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Valpolicella Superiore 2012,3.8,16.99,2792,it,Italy,Valpolicella,Zenato,/wineries/azienda-vinicola-zenato-srl/wines/valpolicella-superiore-2012,/wineries/azienda-vinicola-zenato-srl/wines/valpolicella-superiore-2012,//images.vivino.com/thumbs/H0s3OottRyuMjq1q6bYPHw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Nicolás Catena Zapata 2010,4.1,85.49,2787,ar,Argentina,Mendoza,Catena Zapata,/wineries/catena-zapata/wines/nicols-malbec-2010,/wineries/catena-zapata/wines/nicols-malbec-2010,//images.vivino.com/thumbs/REZ3_eC5Rq6z_hZ9I5ENmQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon 2009,4.5,120,2780,us,United States,Napa Valley,Silver Oak,/wineries/silver-oak-cellars/wines/1889962-napa-valley-cabernet-sauvignon-2009,/wineries/silver-oak-cellars/wines/1889962-napa-valley-cabernet-sauvignon-2009,//images.vivino.com/thumbs/VKM8F2_jRTuRduc7GsmSKg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Crasto Superior Red 2013,3.9,29.99,2777,pt,Portugal,Douro,Quinta do Crasto,/wineries/pt-quinta-do-crasto/wines/superiore-douro-2013,/wineries/pt-quinta-do-crasto/wines/superiore-douro-2013,//images.vivino.com/wineries/1652/vintages/00hlmmawurs56.JPG,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Selección Especial Rioja Reserva 2011,4.1,36.98,2768,es,Spain,Rioja,Bodegas Muga,/wineries/muga-winery/wines/seleccin-especial-rioja-2011,/wineries/muga-winery/wines/seleccin-especial-rioja-2011,//images.vivino.com/thumbs/HSb9BFnNTgODFQW7--GkLw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Double Barrel Shiraz,3.9,17.97,2761,au,Australia,Barossa,Jacob's Creek,/wineries/jacobs-creek/wines/double-barrel-shiraz-8888,/wineries/jacobs-creek/wines/double-barrel-shiraz-8888,//images.vivino.com/thumbs/013sp2o8luqa8_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Ribera del Duero 2013,4.3,47.97,2755,es,Spain,Ribera del Duero,Aalto,/wineries/aalto/wines/ribera-del-duero-2013,/wineries/aalto/wines/ribera-del-duero-2013,//images.vivino.com/thumbs/yK4jopP7R_6EZoXKuRBy2Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Le Serre Nuove Bolgheri Rosso 2013,4.2,54.49,2751,it,Italy,Bolgheri,Ornellaia,/wineries/ornellaia/wines/le-serre-nuove-bolgheri-rosso-2013,/wineries/ornellaia/wines/le-serre-nuove-bolgheri-rosso-2013,//images.vivino.com/thumbs/rgowX3TfQMCmMHZs_OxfEA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon 2011,3.2,10,2751,cl,Chile,Valle de Colchagua,Los Vascos,/wineries/los-vascos/wines/dbr-lafite-los-vascos-cabernet-sauvignon-2011,/wineries/los-vascos/wines/dbr-lafite-los-vascos-cabernet-sauvignon-2011,//images.vivino.com/thumbs/4-bxOFdOSduO6SDPz5liOg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Viña Esmeralda 2014,3.8,19.99,2742,es,Spain,Catalunya,Torres,/wineries/miguel-torres/wines/catalunya-via-esmeralda-2014,/wineries/miguel-torres/wines/catalunya-via-esmeralda-2014,//images.vivino.com/wineries/6812/vintages/002oywj46yknc_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
