title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
Cabernet Sauvignon 2013,3.8,$21.99,3961,us,United States,Paso Robles,Liberty School,/wineries/liberty-school-winery/wines/paso-robles-cabernet-sauvignon-2013,/wineries/liberty-school-winery/wines/paso-robles-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/lvvcUao4TF6CY93otQg4KQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Moscato d'Asti,4.3,$13.99,3956,it,Italy,Moscato d'Asti,Castello del Poggio,/wineries/it-castello-del-poggio/wines/provincia-di-pavia-moscato-8888,/wineries/it-castello-del-poggio/wines/provincia-di-pavia-moscato-8888,background-image:url(//images.vivino.com/thumbs/4AaGBaVKRgGW07WLTlM8dw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Réserve Brut,3.8,$38.99,3950,fr,France,Champagne,Nicolas Feuillatte,/wineries/nicolas-feuillatte/wines/champagne-chouilly-brut-rserve-8888,/wineries/nicolas-feuillatte/wines/champagne-chouilly-brut-rserve-8888,background-image:url(//images.vivino.com/thumbs/nQfLXikLSoSG37vdH7TdZA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Blason Rosé Brut Champagne,4.2,$64.95,3915,fr,France,Champagne,Perrier-Jouët,/wineries/fr-perrier-jouet/wines/champagne-epernay-blason-ros-brut-8888,/wineries/fr-perrier-jouet/wines/champagne-epernay-blason-ros-brut-8888,background-image:url(//images.vivino.com/thumbs/jXkkObtzRP-LZX-i5cpbqA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Anna Cava Brut,3.4,$10.95,3915,es,Spain,Cava,Codorníu,/wineries/codorniu/wines/2104760-anna-de-codorniu-8888,/wineries/codorniu/wines/2104760-anna-de-codorniu-8888,background-image:url(//images.vivino.com/thumbs/sq81ONZCSUGu_D0BBWXVYg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Papa Figos Douro 2015,3.8,$14.98,3912,pt,Portugal,Douro,Casa Ferreirinha,/wineries/casa-ferreirinha/wines/douro-casa-ferreirinha-papa-figos-tinto-2015,/wineries/casa-ferreirinha/wines/douro-casa-ferreirinha-papa-figos-tinto-2015,background-image:url(//images.vivino.com/thumbs/uS-5VqCAS1agkn5AQ9ujOw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sassicaia 2009,4.7,$250,3911,it,Italy,Bolgheri Sassicaia,Tenuta San Guido,/wineries/tenuta-san-guido/wines/bolgheri-sassicaia-2009,/wineries/tenuta-san-guido/wines/bolgheri-sassicaia-2009,background-image:url(//images.vivino.com/thumbs/1-0pEpeGT_-v-DxsIP7B7g_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Overture,4.4,$119.97,3908,us,United States,Napa Valley,Opus One,/wineries/opus-one/wines/2120675-napa-valley-overture-red-8888,/wineries/opus-one/wines/2120675-napa-valley-overture-red-8888,background-image:url(//images.vivino.com/thumbs/CNfZlWu5Sl-Y2Uev4vHKRQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sassicaia 2010,4.6,$225,3906,it,Italy,Bolgheri Sassicaia,Tenuta San Guido,/wineries/tenuta-san-guido/wines/bolgheri-sassicaia-2010,/wineries/tenuta-san-guido/wines/bolgheri-sassicaia-2010,background-image:url(//images.vivino.com/thumbs/oEnObMTFRxqj87EMG1W_Wg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Grand Terroir Tautavel Grenache - Syrah - Carignan 2013,3.5,$19.98,3844,fr,France,Côtes du Roussillon Villages,Gérard Bertrand,/wineries/gerard-bertrand/wines/tautavel-2013,/wineries/gerard-bertrand/wines/tautavel-2013,background-image:url(//images.vivino.com/wineries/3105/vintages/001qgyrb9iwi1_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Special Selection Cabernet Sauvignon 2012,4.6,$189.99,3842,us,United States,Napa Valley,Caymus Vineyards,/wineries/caymus-vineyards/wines/special-selection-napa-valley-cabernet-sauvignon-2012,/wineries/caymus-vineyards/wines/special-selection-napa-valley-cabernet-sauvignon-2012,background-image:url(//images.vivino.com/thumbs/uNQPQWOKTKuncBnIQy_w4g_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Ribera del Duero Crianza 2013,3.9,$28.98,3814,es,Spain,Ribera del Duero,Tinto Pesquera,/wineries/tinto-pesquera/wines/ribera-del-duero-crianza-2013,/wineries/tinto-pesquera/wines/ribera-del-duero-crianza-2013,background-image:url(//images.vivino.com/thumbs/iNKaK-JcSoCC3X0GmoCPMA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
20 Year Old Tawny Port,4.3,$49.98,3808,pt,Portugal,Aged Tawny Port,Graham's,/wineries/w-and-j-grahams/wines/20-year-old-tawny-port-8888,/wineries/w-and-j-grahams/wines/20-year-old-tawny-port-8888,background-image:url(//images.vivino.com/thumbs/ZMAUFZ0QQoq8TqPZBH5uLA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Gaston Hochar 2007,4.2,$46.99,3797,lb,Lebanon,Bekaa Valley,Château Musar,/wineries/musar/wines/gaston-hochar-red-2007,/wineries/musar/wines/gaston-hochar-red-2007,background-image:url(//images.vivino.com/thumbs/tqQAh3FtSQOFFI7i2nL0wg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Esteva Douro 2014,3.5,$10.99,3775,pt,Portugal,Douro,Casa Ferreirinha,/wineries/casa-ferreirinha/wines/casa-ferreirinha-esteva-douro-2014,/wineries/casa-ferreirinha/wines/casa-ferreirinha-esteva-douro-2014,background-image:url(//images.vivino.com/thumbs/2ENZRZqkSyyqaVKTvOXzOg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Diamond Collection Ivory Label Cabernet Sauvignon 2013,3.8,$17.98,3766,us,United States,Napa Valley,Francis Ford Coppola,/wineries/francis-ford-coppola/wines/diamond-collection-ivory-label-cabernet-sauvignon-2013,/wineries/francis-ford-coppola/wines/diamond-collection-ivory-label-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/mV0yoC5kTG22Wq63rnXaXQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Chianti Rùfina Riserva 2011,3.6,$17.97,3762,it,Italy,Chianti Rùfina,Castello di Nipozzano,/wineries/castello-di-nipozzano/wines/riserva-nipozzano-chianti-rufina-2011,/wineries/castello-di-nipozzano/wines/riserva-nipozzano-chianti-rufina-2011,background-image:url(//images.vivino.com/thumbs/eyr66LPxRfiywmmUHvCgGQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Côtes du Rhône Les Abeilles de Colombo Rouge,3.5,$13.99,3759,fr,France,Côtes-du-Rhône,Jean-Luc Colombo,/wineries/jean-luc-colombo/wines/les-abeilles-de-colombo-ctes-du-rhne-8888,/wineries/jean-luc-colombo/wines/les-abeilles-de-colombo-ctes-du-rhne-8888,background-image:url(//images.vivino.com/thumbs/rBbQBqr8QJiGfCXsPNwSCQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Rioja Reserva 2012,4,$22.98,3755,es,Spain,Rioja,Bodegas Muga,/wineries/muga-winery/wines/muga-reserva-rioja-muga-2012,/wineries/muga-winery/wines/muga-reserva-rioja-muga-2012,background-image:url(//images.vivino.com/thumbs/dmNv63uySS6Y9bdHYZbMWw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Napa Valley Cabernet Sauvignon 2013,4,$32.99,3730,us,United States,Napa Valley,Franciscan,/wineries/franciscan-oakville-estate/wines/napa-valley-cabernet-sauvignon-2013,/wineries/franciscan-oakville-estate/wines/napa-valley-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/MXYngK6zQR288pABuSMKNQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Souverain Brut,4,$38.98,3705,fr,France,Champagne,Henriot,/wineries/champagne-henriot/wines/brut-souverain-8888,/wineries/champagne-henriot/wines/brut-souverain-8888,background-image:url(//images.vivino.com/thumbs/riiTXI7-Q6e2xxyFNq6MXQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Medalla Real Gran Reserva Cabernet Sauvignon 2010,3.6,$16.99,3698,cl,Chile,Valle del Maipo,Santa Rita,/wineries/santa-rita/wines/medalla-real-gran-reserva-valle-del-maipo-cabernet-sauvignon-2010,/wineries/santa-rita/wines/medalla-real-gran-reserva-valle-del-maipo-cabernet-sauvignon-2010,background-image:url(//images.vivino.com/thumbs/sSWq8786QLuC1yGy3Nti0A_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Periquita Original 2013,3.3,$9.99,3688,pt,Portugal,Península de Setúbal,José Maria da Fonseca,/wineries/jose-maria-da-fonseca/wines/periquita-original-vinho-vino-tinto-de-mesa-seco-2013,/wineries/jose-maria-da-fonseca/wines/periquita-original-vinho-vino-tinto-de-mesa-seco-2013,background-image:url(//images.vivino.com/thumbs/02jkqb18nwdyy_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Brunello di Montalcino 2008,4.2,$57.99,3666,it,Italy,Brunello di Montalcino,Castello Banfi,/wineries/castello-banfi/wines/banfi-brunello-di-montalcino-2008,/wineries/castello-banfi/wines/banfi-brunello-di-montalcino-2008,background-image:url(//images.vivino.com/thumbs/00xilzkgeaudb_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cava Reserva Heredad Brut,3.9,$18.99,3662,es,Spain,Cava,Segura Viudas,/wineries/segura-viudas/wines/2133905-cava-brut-reserva-heredad-8888,/wineries/segura-viudas/wines/2133905-cava-brut-reserva-heredad-8888,background-image:url(//images.vivino.com/thumbs/TqvUsLEIQ1C1uL4xd1ZSEw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Brunello di Montalcino 2010,4.3,$65.99,3659,it,Italy,Brunello di Montalcino,CastelGiocondo,/wineries/it-castelgiocondo/wines/brunello-di-montalcino-2010,/wineries/it-castelgiocondo/wines/brunello-di-montalcino-2010,background-image:url(//images.vivino.com/thumbs/d5Slk84LRPSTluvE0NgCBg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Tawny Porto,3.8,$13.99,3653,pt,Portugal,Tawny Port,Ferreira,/wineries/ferreira/wines/ferreira-tawny-porto-8888,/wineries/ferreira/wines/ferreira-tawny-porto-8888,background-image:url(//images.vivino.com/thumbs/QF5iZWTNTruXSHyV0Q6jfw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cabernet Sauvignon 2013,3.8,$23.97,3650,us,United States,Napa Valley,Robert Mondavi,/wineries/robert-mondavi-winery/wines/2585298-napa-valley-cabernet-sauvignon-2013,/wineries/robert-mondavi-winery/wines/2585298-napa-valley-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/uJ9g1YTeT3Skb68G07jUFA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Campofiorin 2013,3.7,$18.33,3629,it,Italy,Rosso Veronese,Masi,/wineries/it-masi/wines/masi-campofiorin-2013,/wineries/it-masi/wines/masi-campofiorin-2013,background-image:url(//images.vivino.com/thumbs/Abzm_lzWSpu0WATsYMS7Hg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Rioja Reserva Coto De Imaz 2010,3.8,$19.99,3627,es,Spain,Rioja,El Coto de Rioja,/wineries/es-el-coto-de-rioja/wines/coto-de-imaz-rioja-reserva-2010,/wineries/es-el-coto-de-rioja/wines/coto-de-imaz-rioja-reserva-2010,background-image:url(//images.vivino.com/thumbs/gBaC6hSXSleAfyocigK8Rw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Finca Resalso 2015,3.7,$12.98,3626,es,Spain,Ribera del Duero,Emilio Moro,/wineries/bodegas-emilio-moro/wines/finca-resalso-2015,/wineries/bodegas-emilio-moro/wines/finca-resalso-2015,background-image:url(//images.vivino.com/thumbs/tVQCkNewQyG67OO3KU8b2g_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sonoma Zinfandel 2014,3.9,$19,3613,us,United States,Sonoma County,Seghesio Family Vineyards,/wineries/seghesio-winery/wines/sonoma-county-zinfandel-2014,/wineries/seghesio-winery/wines/sonoma-county-zinfandel-2014,background-image:url(//images.vivino.com/thumbs/KF3Ug2aJSuqOEEpV3otwtw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sauvignon Blanc 2015,4.1,$25.99,3608,nz,New Zealand,Marlborough,Cloudy Bay,/wineries/cloudy-bay/wines/sauvignon-blanc-2015,/wineries/cloudy-bay/wines/sauvignon-blanc-2015,background-image:url(//images.vivino.com/thumbs/EOcq4bJnTEC2WYtz0O_kfA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Riserva Ducale Chianti Classico 2011,3.7,$39.99,3598,it,Italy,Chianti Classico,Ruffino,/wineries/ruffino/wines/riserva-ducale-chianti-classico-2011,/wineries/ruffino/wines/riserva-ducale-chianti-classico-2011,background-image:url(//images.vivino.com/thumbs/6gu0vUV0QCqnSpg3NASnSg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cabernet Sauvignon 2010,4.6,$99.95,3564,cl,Chile,Puente Alto,Don Melchor,/wineries/don-melchor/wines/1364689-don-melchor-cabernet-sauvignon-2010,/wineries/don-melchor/wines/1364689-don-melchor-cabernet-sauvignon-2010,background-image:url(//images.vivino.com/thumbs/swv-dqSZTAiVnWB6ueWPoA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sassicaia 2012,4.6,$164.99,3555,it,Italy,Bolgheri Sassicaia,Tenuta San Guido,/wineries/tenuta-san-guido/wines/bolgheri-sassicaia-2012,/wineries/tenuta-san-guido/wines/bolgheri-sassicaia-2012,background-image:url(//images.vivino.com/thumbs/KSBJM1MxSEmfwe7Ohkh5nw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Garnacha 2014,3.7,$7.99,3537,es,Spain,Calatayud,Honoro Vera,/wineries/honoro-vera/wines/garnacha-2014,/wineries/honoro-vera/wines/garnacha-2014,background-image:url(//images.vivino.com/thumbs/X3qO2G5_SFmRqsMe8XyfRQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Las Alturas Vineyard Pinot Noir 2014,4.5,$53.99,3523,us,United States,Santa Lucia Highlands,Belle Glos,/wineries/belle-glos/wines/las-alturas-pinot-noir-2014,/wineries/belle-glos/wines/las-alturas-pinot-noir-2014,background-image:url(//images.vivino.com/thumbs/0XdXT0K9SXOVbIYxC8PGRQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Fumé Blanc,3.7,$18.99,3502,us,United States,Napa Valley,Robert Mondavi,/wineries/robert-mondavi-winery/wines/fume-blanc-8888,/wineries/robert-mondavi-winery/wines/fume-blanc-8888,background-image:url(//images.vivino.com/wineries/1311/wines/00001v9nvlezo_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
10 Year Old Tawny Port,4.1,$29,3501,pt,Portugal,Aged Tawny Port,Graham's,/wineries/w-and-j-grahams/wines/10-year-old-tawny-port-8888,/wineries/w-and-j-grahams/wines/10-year-old-tawny-port-8888,background-image:url(//images.vivino.com/thumbs/1jOeMAeJQuKFO1BGJ81NUg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Midnight Dark Red Blend 2014,3.7,$9.99,3494,us,United States,California,Ménage à Trois,/wineries/menage-a-trois/wines/midnight-california-small-batch-lot-369-dark-red-blend-2014,/wineries/menage-a-trois/wines/midnight-california-small-batch-lot-369-dark-red-blend-2014,background-image:url(//images.vivino.com/thumbs/R7ygmv34SL258pRn4KJ_VQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Brut Grande Réserve,3.8,$44.99,3465,fr,France,Champagne,Andre Clouet,/wineries/champagne-andre-clouet/wines/champagne-grande-rserve-brut-8888,/wineries/champagne-andre-clouet/wines/champagne-grande-rserve-brut-8888,background-image:url(//images.vivino.com/thumbs/_fsW-WmaSa2dsIuq6GaFmg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Finca Resalso 2014,3.6,$15.99,3453,es,Spain,Ribera del Duero,Emilio Moro,/wineries/bodegas-emilio-moro/wines/finca-resalso-2014,/wineries/bodegas-emilio-moro/wines/finca-resalso-2014,background-image:url(//images.vivino.com/thumbs/XGTMktfGRC2YvlDvuczPPg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sonoma County Cabernet Sauvignon 2013,3.7,$19.99,3439,us,United States,Sonoma County,Louis M. Martini,/wineries/louis-m-martini-winery/wines/sonoma-county-cabernet-sauvignon-2013,/wineries/louis-m-martini-winery/wines/sonoma-county-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/nUFYphd8T9GreNtFTmvYjQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
The Chocolate Block 2014,4.1,$34.99,3429,za,South Africa,Franschhoek,Boekenhoutskloof,/wineries/boekenhoutskloof/wines/3949899-the-chocolate-block-2014,/wineries/boekenhoutskloof/wines/3949899-the-chocolate-block-2014,background-image:url(//images.vivino.com/thumbs/QY812SO6SsSgaBy4Uh-dpQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cava Brut Reserva,3.6,$7.42,3425,es,Spain,Cava,Segura Viudas,/wineries/segura-viudas/wines/brut-reserva-cava-8888,/wineries/segura-viudas/wines/brut-reserva-cava-8888,background-image:url(//images.vivino.com/thumbs/N-MB5ggcRI2qw2ax1zlEIw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Brut Grande Réserve,4.1,$49.99,3425,fr,France,Champagne,Gosset,/wineries/champagne-gosset/wines/champagne-brut-grande-rserve-8888,/wineries/champagne-gosset/wines/champagne-brut-grande-rserve-8888,background-image:url(//images.vivino.com/thumbs/q1Aor2KCTmW3KC5lCciTRg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Brut,3.6,$8.99,3421,fr,France,Beaune,Veuve du Vernay,/wineries/fr-veuve-du-vernay/wines/brut-8888,/wineries/fr-veuve-du-vernay/wines/brut-8888,background-image:url(//images.vivino.com/thumbs/1345591279_2082_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Essential Red 2014,3.8,$9.99,3420,us,United States,California,Bogle,/wineries/bogle-winery/wines/essential-red-2014,/wineries/bogle-winery/wines/essential-red-2014,background-image:url(//images.vivino.com/thumbs/-i0KwBD5QyibypbafQ2Oaw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Rèmole Toscana 2014,3.4,$11.98,3414,it,Italy,Toscana,Frescobaldi,/wineries/frescobaldi/wines/toscana-rmole-2014,/wineries/frescobaldi/wines/toscana-rmole-2014,background-image:url(//images.vivino.com/thumbs/9VC77w5cROaW5YZllyh5oA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
