qWineTypes,qFoodpairings,qPriceMin,qPriceMax,qMinRating,title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
Red,,0,500,1,Rioja Gran Reserva Prado Enea 2006,4.3,64.99,2415,es,Spain,Rioja,Bodegas Muga,/wineries/muga-winery/wines/rioja-gran-reserva-prado-enea-2006,/wineries/muga-winery/wines/rioja-gran-reserva-prado-enea-2006,background-image:url(//images.vivino.com/thumbs/Sw6p3AkKRYy3Inp8rIrTNg_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Guidalberto 2013,4,39.99,2412,it,Italy,Toscana,Tenuta San Guido,/wineries/tenuta-san-guido/wines/guidalberto-toscana-2013,/wineries/tenuta-san-guido/wines/guidalberto-toscana-2013,background-image:url(//images.vivino.com/thumbs/EmCavT3yR-WGhLQEgM-nHA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Cabernet Sauvignon 2013,3.8,27.99,2406,cl,Chile,Valle de Colchagua,Montes Alpha,/wineries/montes-alpha/wines/cabernet-sauvignon-2013,/wineries/montes-alpha/wines/cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/F7Fz9iqzQ5GFh-py_nk9Aw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Alexander Valley Cabernet Sauvignon 2012,3.7,21.99,2402,us,United States,Alexander Valley,Simi,/wineries/simi-winery/wines/alexander-valley-cabernet-sauvignon-2012,/wineries/simi-winery/wines/alexander-valley-cabernet-sauvignon-2012,background-image:url(//images.vivino.com/thumbs/VRakFEiOR7-7luk9HgrICw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Brunello di Montalcino 2010,4.3,89.99,2388,it,Italy,Brunello di Montalcino,Tenuta Il Poggione,/wineries/tenuta-il-poggione/wines/brunello-di-montalcino-2010,/wineries/tenuta-il-poggione/wines/brunello-di-montalcino-2010,background-image:url(//images.vivino.com/thumbs/qY5wLVrdSdKfGrb1GntaAg_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Rosso di Montalcino 2013,3.6,19.99,2385,it,Italy,Rosso di Montalcino,Castello Banfi,/wineries/castello-banfi/wines/rosso-di-montalcino-2013,/wineries/castello-banfi/wines/rosso-di-montalcino-2013,background-image:url(//images.vivino.com/thumbs/Fq6f_6xhS3G57BEZb_s72A_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Claret,3.7,23.99,2381,us,United States,Napa County,Newton,/wineries/newton-vineyard/wines/claret-8888,/wineries/newton-vineyard/wines/claret-8888,background-image:url(//images.vivino.com/thumbs/xpIrbl4YTNG91ZPpippPWw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Rioja Gran Reserva 2005,4.3,54.99,2375,es,Spain,Rioja,Marqués de Riscal,/wineries/es-marques-de-riscal/wines/rioja-gran-reserva-2005,/wineries/es-marques-de-riscal/wines/rioja-gran-reserva-2005,background-image:url(//images.vivino.com/thumbs/zBYhcxQtRgmHcW6rBujucw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Opus One 2011,4.6,239.95,2364,us,United States,Napa Valley,Opus One,/wineries/opus-one/wines/opus-one-2011,/wineries/opus-one/wines/opus-one-2011,background-image:url(//images.vivino.com/thumbs/WBfxpOpcSe2ny8sFut0ARw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Côtes du Rhône,3.5,32.26,2357,fr,France,Côtes-du-Rhône,Xavier Vignon,/wineries/xavier/wines/cotes-du-rhone-rouge-8888,/wineries/xavier/wines/cotes-du-rhone-rouge-8888,background-image:url(//images.vivino.com/thumbs/P5PcS7XZTKC-q_I1CLt72Q_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Catena Alta Malbec 2012,4.2,48.95,2357,ar,Argentina,Mendoza,Catena Zapata,/wineries/catena-zapata/wines/catena-alta-mendoza-malbec-2012,/wineries/catena-zapata/wines/catena-alta-mendoza-malbec-2012,background-image:url(//images.vivino.com/thumbs/vwIaNQwuSHq77Iiv5Bt1cg_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Quimera 2012,4.2,29.99,2357,ar,Argentina,Mendoza,Achaval-Ferrer,/wineries/achaval-ferrer/wines/2012527-mendoza-quimera-2012,/wineries/achaval-ferrer/wines/2012527-mendoza-quimera-2012,background-image:url(//images.vivino.com/thumbs/UXhuiSOAR4Spl_tALP9zvg_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Estate Pinot Noir 2013,3.8,18.99,2348,us,United States,Russian River Valley,Rodney Strong,/wineries/rodney-strong/wines/estate-pinot-noir-2013,/wineries/rodney-strong/wines/estate-pinot-noir-2013,background-image:url(//images.vivino.com/thumbs/xbykISawSHCEgHeR3nRwFw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Cabernet Sauvignon 2012,4.2,54.99,2347,us,United States,Napa Valley,Faust,/wineries/faust/wines/napa-valley-cabernet-sauvignon-2012,/wineries/faust/wines/napa-valley-cabernet-sauvignon-2012,background-image:url(//images.vivino.com/thumbs/vJDaxyihSgynALtzFAAHTw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Barolo Serralunga d'Alba 2011,4,56.98,2340,it,Italy,Barolo,Fontanafredda,/wineries/fontanafredda/wines/serralunga-dalba-barolo-2011,/wineries/fontanafredda/wines/serralunga-dalba-barolo-2011,background-image:url(//images.vivino.com/thumbs/B3bH6eztTWWWuISsszmy1g_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Crianza Rioja 2011,3.6,12.99,2312,es,Spain,Rioja,Lan,/wineries/lan/wines/rioja-crianza-2011,/wineries/lan/wines/rioja-crianza-2011,background-image:url(//images.vivino.com/thumbs/ihJUlWZFT5uo-knLjL7Mog_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Garnacha 2015,3.7,7.98,2299,es,Spain,Calatayud,Honoro Vera,/wineries/honoro-vera/wines/garnacha-2015,/wineries/honoro-vera/wines/garnacha-2015,background-image:url(//images.vivino.com/thumbs/MDBeWAV3SSiIqU3aSq7jAg_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Cabernet Sauvignon 2012,4.4,69.97,2296,us,United States,Napa Valley,Cakebread Cellars,/wineries/cakebread-cellars/wines/2419140-napa-valley-cabernet-sauvignon-2012,/wineries/cakebread-cellars/wines/2419140-napa-valley-cabernet-sauvignon-2012,background-image:url(//images.vivino.com/thumbs/b_KkJLESSHGJwxBS1mVT-A_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Brunello di Montalcino 2010,4,42.95,2290,it,Italy,Brunello di Montalcino,Col d'Orcia,/wineries/col-d-orcia/wines/brunello-di-montalcino-2010,/wineries/col-d-orcia/wines/brunello-di-montalcino-2010,background-image:url(//images.vivino.com/wineries/10814/vintages/000tx7dsgawp0_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Viña Tondonia Reserva 2003,4.1,43.99,2290,es,Spain,Rioja Alta,R. López de Heredia Viña Tondonia,/wineries/es-r-lopez-de-heredia-vina-tondonia/wines/via-tondonia-cosecha-vinos-finos-rioja-2003,/wineries/es-r-lopez-de-heredia-vina-tondonia/wines/via-tondonia-cosecha-vinos-finos-rioja-2003,background-image:url(//images.vivino.com/thumbs/O266PJk1TQeLCQAF-EGRrQ_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Gran Reserva Serie Riberas Cabernet Sauvignon 2013,3.8,17.99,2273,cl,Chile,Valle de Colchagua,Concha y Toro,/wineries/concha-y-toro/wines/serie-riberas-gran-reserva-cabernet-sauvignon-2013,/wineries/concha-y-toro/wines/serie-riberas-gran-reserva-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/IpuGPWT5QbOscoREEiLVkA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Brunello di Montalcino 2010,4.2,51.99,2262,it,Italy,Brunello di Montalcino,Fattoria dei Barbi,/wineries/fattoria-dei-barbi/wines/brunello-di-montalcino-2010,/wineries/fattoria-dei-barbi/wines/brunello-di-montalcino-2010,background-image:url(//images.vivino.com/thumbs/4gVEggszSUuqt-sERc9tdA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Pèppoli Chianti Classico 2014,3.7,23.99,2257,it,Italy,Chianti Classico,Marchesi Antinori,/wineries/antinori-wine-estates/wines/pppoli-chianti-classico-2014,/wineries/antinori-wine-estates/wines/pppoli-chianti-classico-2014,background-image:url(//images.vivino.com/thumbs/zz2PWzNZRIy2q6kbmyrYWw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Centine 2013,3.6,10.95,2241,it,Italy,Toscana,Castello Banfi,/wineries/castello-banfi/wines/centine-toscana-2013,/wineries/castello-banfi/wines/centine-toscana-2013,background-image:url(//images.vivino.com/thumbs/VJPVS_V6Q-mJFA-Ue55Rlg_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Villa Antinori Chianti Classico Riserva 2011,4,21.95,2236,it,Italy,Chianti Classico,Marchesi Antinori,/wineries/antinori-wine-estates/wines/villa-antinori-riserva-chianti-classico-2011,/wineries/antinori-wine-estates/wines/villa-antinori-riserva-chianti-classico-2011,background-image:url(//images.vivino.com/thumbs/l73QZZICQN-sIxzF_kBTGA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Valbuena 5º 2011,4.6,154.99,2234,es,Spain,Ribera del Duero,Vega Sicilia,/wineries/es-vega-sicilia/wines/valbuena-5o-2011,/wineries/es-vega-sicilia/wines/valbuena-5o-2011,background-image:url(//images.vivino.com/thumbs/QJVY7rc4TlW7rgxf_Ffpmw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Cabernet Sauvignon - Merlot - Sangiovese Toscana 2009,3.4,10.99,2229,it,Italy,Toscana,Monte Antico,/wineries/monte-antico/wines/toscana-red-2009,/wineries/monte-antico/wines/toscana-red-2009,background-image:url(//images.vivino.com/thumbs/4K09lj_dR4uQv-EzMTOhvA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Merlot 2011,3.8,22.97,2228,cl,Chile,Peumo,Marques de Casa Concha,/wineries/cl-marques-de-casa-concha/wines/merlot-2011,/wineries/cl-marques-de-casa-concha/wines/merlot-2011,background-image:url(//images.vivino.com/thumbs/0129ywkiwi05c_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Laya 2014,3.6,9.99,2219,es,Spain,Almansa,Bodegas Atalaya,/wineries/atalaya-almansa/wines/laya-2014,/wineries/atalaya-almansa/wines/laya-2014,background-image:url(//images.vivino.com/thumbs/YJvKIRrlTu-vgI_Z7AUa1g_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,VII Tempranillo Rioja 2013,3.3,8.99,2211,es,Spain,Rioja,Faustino,/wineries/bodegas-faustino/wines/vii-rioja-2013,/wineries/bodegas-faustino/wines/vii-rioja-2013,background-image:url(//images.vivino.com/thumbs/6tAt4bPyTlKkCiGwax5FUQ_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Pèppoli Chianti Classico 2013,3.6,32.99,2202,it,Italy,Chianti Classico,Marchesi Antinori,/wineries/antinori-wine-estates/wines/pppoli-chianti-calssico-2013,/wineries/antinori-wine-estates/wines/pppoli-chianti-calssico-2013,background-image:url(//images.vivino.com/thumbs/Q9Kxr2iaREuATMXU4zIPjw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Rioja Gran Reserva 2010,3.9,26.98,2191,es,Spain,Rioja,Campo Viejo,/wineries/campo-viejo/wines/gran-reserva-rioja-2010,/wineries/campo-viejo/wines/gran-reserva-rioja-2010,background-image:url(//images.vivino.com/thumbs/VNfYV1HmTMCJ1wEkpSrXnQ_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Almaviva 2011,4.6,125,2191,cl,Chile,Puente Alto,Almaviva,/wineries/almaviva/wines/1492241-almaviva-2011,/wineries/almaviva/wines/1492241-almaviva-2011,background-image:url(//images.vivino.com/thumbs/gcwmsSxNR8ai5qJbA5CeXw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Cs Cabernet Sauvignon 2014,3.8,14.98,2183,us,United States,Columbia Valley,Wines of Substance,/wineries/substance/wines/washington-state-cabernet-sauvignon-2014,/wineries/substance/wines/washington-state-cabernet-sauvignon-2014,background-image:url(//images.vivino.com/thumbs/dHi_M0UWQOW0A_A0SAs-Pw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Riserva Cannonau di Sardegna 2011,3.6,14.99,2178,it,Italy,Cannonau di Sardegna,Sella &amp; Mosca,/wineries/sella-and-mosca-spa/wines/riserva-cannonau-di-sardegna-2011,/wineries/sella-and-mosca-spa/wines/riserva-cannonau-di-sardegna-2011,background-image:url(//images.vivino.com/thumbs/y9ZmObXOQM-zPnF-rsoQYg_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Ca’ Marcanda Promis 2010,4,49.99,2174,it,Italy,Toscana,Gaja,/wineries/gaja/wines/camarcanda-toscana-promis-2010,/wineries/gaja/wines/camarcanda-toscana-promis-2010,background-image:url(//images.vivino.com/thumbs/AQVvtnQbTfyjYJn6VVedGA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Palermo Cabernet Sauvignon 2014,4.3,36.98,2163,us,United States,Napa Valley,Orin Swift,/wineries/us-orin-swift/wines/palermo-2014,/wineries/us-orin-swift/wines/palermo-2014,background-image:url(//images.vivino.com/thumbs/3GBI_388Sw2ic4GxjvV3WA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Brunello di Montalcino 2009,4.1,95.99,2158,it,Italy,Brunello di Montalcino,Tenuta Il Poggione,/wineries/tenuta-il-poggione/wines/brunello-di-montalcino-2009,/wineries/tenuta-il-poggione/wines/brunello-di-montalcino-2009,background-image:url(//images.vivino.com/thumbs/GD88AUKSRaS30SSRmkKlFA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Cabernet Sauvignon 2011,4.5,99.85,2157,us,United States,Napa Valley,Silver Oak,/wineries/silver-oak-cellars/wines/1593173-napa-valley-cabernet-sauvignon-2011,/wineries/silver-oak-cellars/wines/1593173-napa-valley-cabernet-sauvignon-2011,background-image:url(//images.vivino.com/thumbs/mGAgG5E3QQOSTSimOWyaOg_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Rioja Crianza 2011,3.5,17.99,2146,es,Spain,Rioja,Ramón Bilbao,/wineries/ramon-bilbao/wines/rioja-crianza-2011,/wineries/ramon-bilbao/wines/rioja-crianza-2011,background-image:url(//images.vivino.com/thumbs/_-bXEr7wQMadtWiRhnX1pw_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Bierzo Pétalos 2013,3.8,18.22,2141,es,Spain,Bierzo,Descendientes de J. Palacios,/wineries/descendientes-de-j-palacios/wines/ptalos-bierzo-2013,/wineries/descendientes-de-j-palacios/wines/ptalos-bierzo-2013,background-image:url(//images.vivino.com/thumbs/KxmK-poWRdyQtfetcDrrsg_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Quimera 2010,4.1,24.95,2135,ar,Argentina,Mendoza,Achaval-Ferrer,/wineries/achaval-ferrer/wines/mendoza-quimera-2010,/wineries/achaval-ferrer/wines/mendoza-quimera-2010,background-image:url(//images.vivino.com/thumbs/ycT4GjxpQZiGhJGeOg5ljA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,CA California Red,4,16.99,2134,us,United States,California,Locations,/wineries/locations/wines/locations-ca-california-8888,/wineries/locations/wines/locations-ca-california-8888,background-image:url(//images.vivino.com/thumbs/k2VLniJrTJ26dm0WXCyeqA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Rouge 2015,3.5,7.99,2134,fr,France,Rhone Valley,La Vieille Ferme,/wineries/la-vieille-ferme/wines/ventoux-rouge-2015,/wineries/la-vieille-ferme/wines/ventoux-rouge-2015,background-image:url(//images.vivino.com/thumbs/FgTDYwWQRRy4KZ_PmgBJ7A_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Pinot Noir 2014,3.6,20.98,2120,us,United States,Oregon,Erath,/wineries/erath-vineyards-and-winery/wines/oregan-pinot-noir-2014,/wineries/erath-vineyards-and-winery/wines/oregan-pinot-noir-2014,background-image:url(//images.vivino.com/thumbs/kVWVcyY4TR6XwCglm6pPyA_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Cabernet Sauvignon 2008,4.4,143,2117,us,United States,Napa Valley,Silver Oak,/wineries/silver-oak-cellars/wines/silver-oak-cabernet-sauvignon-2008,/wineries/silver-oak-cellars/wines/silver-oak-cabernet-sauvignon-2008,background-image:url(//images.vivino.com/thumbs/R3hZve1JQLeXtbqCZduH6g_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Rèmole Toscana 2015,3.5,11.99,2117,it,Italy,Toscana,Frescobaldi,/wineries/frescobaldi/wines/remole-toscana-2015,/wineries/frescobaldi/wines/remole-toscana-2015,background-image:url(//images.vivino.com/thumbs/qdeKfwqfQoeroQq7OyRn9A_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
Red,,0,500,1,Nicolás Catena Zapata 2011,3.7,94.99,2116,ar,Argentina,Mendoza,Catena Zapata,/wineries/catena-zapata/wines/nicols-mendoza-malbec-2011,/wineries/catena-zapata/wines/nicols-mendoza-malbec-2011,background-image:url(//images.vivino.com/thumbs/MxrL6OPgQ0mfMPIyHXqy6Q_150x200.jpg);,Thu Jul 06 2017 21:16:55 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgIAcDcPWw==
