qWineTypes,qFoodpairings,qPriceMin,qPriceMax,qMinRating,title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
"Sparkling","","10","40","3.5","Bubbly Pinot Grigio","3.5","8.99","557","us","United States","California","Barefoot","/wineries/barefoot-cellars/wines/bubbly-pinot-grigio-8888","/wineries/barefoot-cellars/wines/bubbly-pinot-grigio-8888","background-image:url(//images.vivino.com/thumbs/1359658561_469_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Extra Dry","3.2","9.99","557","us","United States","California","Korbel","/wineries/korbel-champagne-cellars/wines/california-champagne-extra-dry-8888","/wineries/korbel-champagne-cellars/wines/california-champagne-extra-dry-8888","background-image:url(//images.vivino.com/thumbs/TwBdPt7XQ0iiJ__WoHYDMA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Moscato d'Asti","3.8","13.99","554","it","Italy","Moscato d'Asti","Gancia","/wineries/gancia/wines/dasti-moscato-8888","/wineries/gancia/wines/dasti-moscato-8888","background-image:url(//images.vivino.com/thumbs/q9rGK8N3T1auRT9bj0zJWg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Gold Rosé","3.6","29.99","553","it","Italy","Oltrepò Pavese","Bottega","/wineries/bottega/wines/gold-rose-8888","/wineries/bottega/wines/gold-rose-8888","background-image:url(//images.vivino.com/thumbs/k1ZaIFdkSsSuzr5FTgvyRg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Conversation Blanc de Blancs Grand Cru Brut","3.8","44.99","552","fr","France","Champagne","J.L. Vergnon","/wineries/jl-vergnon/wines/champagne-brut-conversation-blanc-de-blancs-grand-cru-8888","/wineries/jl-vergnon/wines/champagne-brut-conversation-blanc-de-blancs-grand-cru-8888","background-image:url(//images.vivino.com/thumbs/U6Fssj0-Ty2DoWOLULk37Q_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Il Prosecco","3.4","13.33","550","it","Italy","Veneto","Mionetto","/wineries/it-mionetto/wines/the-gentle-sparkling-prosecco-wine-8888","/wineries/it-mionetto/wines/the-gentle-sparkling-prosecco-wine-8888","background-image:url(//images.vivino.com/thumbs/53RRtQ5ORMuw9WBvOPmsCQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Cuvée des Moines Blanc de Blancs Brut","4.1","56.98","550","fr","France","Champagne","Besserat de Bellefon","/wineries/besserat-de-bellefon/wines/champagne-cuve-des-moines-blanc-de-blancs-brut-8888","/wineries/besserat-de-bellefon/wines/champagne-cuve-des-moines-blanc-de-blancs-brut-8888","background-image:url(//images.vivino.com/thumbs/WhIfKUmvQGilFVIDWmPcBg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Blanc de Blancs Brut 2012","4.0","33.99","549","us","United States","North Coast","Schramsberg","/wineries/schramsberg-vineyards/wines/blanc-de-blancs-2012","/wineries/schramsberg-vineyards/wines/blanc-de-blancs-2012","background-image:url(//images.vivino.com/thumbs/RExGYXk-ToKFarPGGIqbaQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","La Grande Année Rosé Brut Champagne 2004","4.5","174.99","548","fr","France","Champagne","Bollinger","/wineries/bollinger/wines/champagne-la-grande-anne-ros-brut-2004","/wineries/bollinger/wines/champagne-la-grande-anne-ros-brut-2004","background-image:url(//images.vivino.com/thumbs/0QITY66LSpi--9ULxfxyJQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Gran Spumante","3.8","7.49","546","us","United States","California","Ballatore","/wineries/ballatore/wines/gran-spumante-8888","/wineries/ballatore/wines/gran-spumante-8888","background-image:url(//images.vivino.com/thumbs/UI89NxwWTIylCnQi16V7Bg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Cuvée Annamaria Clementi 2006","4.5","83.99","544","it","Italy","Franciacorta","Ca' del Bosco","/wineries/it-ca-del-bosco/wines/bosco-cuve-annamaria-clementi-2006","/wineries/it-ca-del-bosco/wines/bosco-cuve-annamaria-clementi-2006","background-image:url(//images.vivino.com/thumbs/ixpMygKDS0eLrJiZfeap5A_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Reserve Brut","3.9","49.97","542","fr","France","Champagne","Jean Vesselle","/wineries/jean-vesselle/wines/champagne-reserve-bouzy-brut-8888","/wineries/jean-vesselle/wines/champagne-reserve-bouzy-brut-8888","background-image:url(//images.vivino.com/thumbs/Q_15nZAoTDq1F4yrPu_qkw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Moscato d'Asti di S.Stefano 2015","4.2","19.98","540","it","Italy","Moscato d'Asti","Ceretto","/wineries/ceretto-aziende-vitivinicole-srl/wines/s-stefano-moscato-dasti-2015","/wineries/ceretto-aziende-vitivinicole-srl/wines/s-stefano-moscato-dasti-2015","background-image:url(//images.vivino.com/thumbs/OPKbCZ-PQkKSSCkFQdJDgw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco Extra Dry","3.6","12.99","538","it","Italy","Veneto","Lamberti","/wineries/lamberti/wines/prosecco-extra-dry-8888","/wineries/lamberti/wines/prosecco-extra-dry-8888","background-image:url(//images.vivino.com/thumbs/sv0WYpO9S8OFDYg-GZYZ0Q_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Rosé Sparkling","3.6","13.99","536","it","Italy","Asti","Martini","/wineries/martini/wines/ros-8888","/wineries/martini/wines/ros-8888","background-image:url(//images.vivino.com/thumbs/0aVVzmfUSnGwKccvCLiNXg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Concerto Lambrusco Reggiano 2015","3.7","22.99","536","it","Italy","Reggiano","Medici Ermete","/wineries/medici-ermete/wines/concerto-reggiano-lambrusco-2015","/wineries/medici-ermete/wines/concerto-reggiano-lambrusco-2015","background-image:url(//images.vivino.com/thumbs/M3kpCUw4RjunU41KQadFow_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Cordón Negro Extra Dry","3.6","8.95","536","es","Spain","Cava","Freixenet","/wineries/freixenet/wines/cordon-negro-extra-dry-8888","/wineries/freixenet/wines/cordon-negro-extra-dry-8888","background-image:url(//images.vivino.com/thumbs/WJhg7sShTACf-fYzuyD9gA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut Authentic","3.7","31.99","533","fr","France","Champagne","Canard-Duchêne","/wineries/canard-duchene/wines/champagne-authentic-brut-8888","/wineries/canard-duchene/wines/champagne-authentic-brut-8888","background-image:url(//images.vivino.com/thumbs/hv2Z276lTi2XxoQuH9cmpQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Moscato d'Asti Bosc dla Rei 2015","4.2","16.67","532","it","Italy","Moscato d'Asti","Batasiolo","/wineries/batasiolo/wines/moscato-dasti-bosc-dla-rei-2015","/wineries/batasiolo/wines/moscato-dasti-bosc-dla-rei-2015","background-image:url(//images.vivino.com/thumbs/38WgGxU0QwSnyPwxjST95g_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Bugey-Cerdon 'La Cueille'","4.2","21.99","529","fr","France","Bugey","Patrick Bottex","/wineries/patrick-bottex/wines/bugey-cerdon-la-cueille-methode-ancestrale-8888","/wineries/patrick-bottex/wines/bugey-cerdon-la-cueille-methode-ancestrale-8888","background-image:url(//images.vivino.com/thumbs/eNZFFbcGRAmh7C9xj5vzzA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","La Vida al Camp Cava Brut","3.6","17.99","528","es","Spain","Penedès","Vins de Terrer","/wineries/vida-al-camp/wines/sant-sadurni-danoia-8888","/wineries/vida-al-camp/wines/sant-sadurni-danoia-8888","background-image:url(//images.vivino.com/thumbs/IW8DG5zqT5qIoT0DGL4jAw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Brut 2008","3.8","79.99","522","us","United States","Anderson Valley","Roederer Estate","/wineries/roederer-estate/wines/roederer-brut-2008","/wineries/roederer-estate/wines/roederer-brut-2008","background-image:url(//images.vivino.com/thumbs/NUr4RhSKS96tCEGuYNXZ6A_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Quartet Brut","3.7","21.99","522","us","United States","Anderson Valley","Roederer Estate","/wineries/roederer-estate/wines/quartet-anderson-valley-brut-8888","/wineries/roederer-estate/wines/quartet-anderson-valley-brut-8888","background-image:url(//images.vivino.com/thumbs/gJtnyYskRL2THW8LcJjT-A_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Sir Winston Churchill Brut 1999","4.6","229.99","522","fr","France","Champagne","Pol Roger","/wineries/pol-roger/wines/2664609-champagne-cuve-sir-winston-churchill-1999","/wineries/pol-roger/wines/2664609-champagne-cuve-sir-winston-churchill-1999","background-image:url(//images.vivino.com/thumbs/010zx66141a08_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Blanc De Blancs Brut","3.9","57.99","521","fr","France","Champagne","Drappier","/wineries/champagne-drappier/wines/champagne-grand-cru-millsime-blanc-de-blancs-brut-8888","/wineries/champagne-drappier/wines/champagne-grand-cru-millsime-blanc-de-blancs-brut-8888","background-image:url(//images.vivino.com/thumbs/XQIiu33lT4-HHwd6OBxJTg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Cremant d'Alsace Brut","3.8","17.99","520","fr","France","Crémant d'Alsace","Lucien Albrecht","/wineries/lucien-albrecht/wines/brut-crmant-dalsace-8888","/wineries/lucien-albrecht/wines/brut-crmant-dalsace-8888","background-image:url(//images.vivino.com/thumbs/CytzorDqRB-AARsZoKky0g_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Blanc de Blancs Grand Cru Extra Brut","4.2","59.99","517","fr","France","Champagne","Fallet-Prévostat","/wineries/fallet-prevostat/wines/champagne--avize-grand-cru-blanc-de-blancs-extra-brut-8888","/wineries/fallet-prevostat/wines/champagne--avize-grand-cru-blanc-de-blancs-extra-brut-8888","background-image:url(//images.vivino.com/thumbs/2QtHYpQ6TaumL9iQHHY_WA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Blanc de Blancs Brut","4.2","64.99","511","fr","France","Champagne","Bruno Paillard","/wineries/champagne-bruno-paillard/wines/champagne-brut-blanc-de-blancs-8888","/wineries/champagne-bruno-paillard/wines/champagne-brut-blanc-de-blancs-8888","background-image:url(//images.vivino.com/thumbs/tfRl8JjVR2aPlDefNrP5Tg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut Sous Bois","4.2","69.98","504","fr","France","Champagne","Billecart-Salmon","/wineries/champagne-billecart-salmon/wines/champagne-brut-sous-bois-8888","/wineries/champagne-billecart-salmon/wines/champagne-brut-sous-bois-8888","background-image:url(//images.vivino.com/thumbs/NsNBo7ybR2iISdpEL5c3vA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Crémant de Limoux Brut","3.5","16.99","503","fr","France","Crémant de Limoux","Gérard Bertrand","/wineries/gerard-bertrand/wines/cremant-de-limoux-white-brut-8888","/wineries/gerard-bertrand/wines/cremant-de-limoux-white-brut-8888","background-image:url(//images.vivino.com/thumbs/BkKpMiwxRbuv-2H9KBIB3w_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Blanc de Blancs 2008","4.2","84.99","497","fr","France","Champagne","Pol Roger","/wineries/pol-roger/wines/champagne-extra-cuvee-de-reserve-blanc-de-blancs-2008","/wineries/pol-roger/wines/champagne-extra-cuvee-de-reserve-blanc-de-blancs-2008","background-image:url(//images.vivino.com/thumbs/Z-4CrHIMTqeUZCvrEGt1DQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco Extra Dry","3.7","14.99","497","it","Italy","Prosecco","Bocelli","/wineries/bocelli/wines/prosecco-8888","/wineries/bocelli/wines/prosecco-8888","background-image:url(//images.vivino.com/thumbs/Hecfx3PSQc-DqvrnCrnuYw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut 1985","4.5","414","495","fr","France","Champagne","Dom Pérignon","/wineries/dom-perignon/wines/mot-and-chandon-champagne-cuve-1985","/wineries/dom-perignon/wines/mot-and-chandon-champagne-cuve-1985","background-image:url(//images.vivino.com/thumbs/00urb0fp7l13c_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Moscato d'Asti Nivole 2013","4.1","13.98","489","it","Italy","Moscato d'Asti","Michele Chiarlo","/wineries/azienda-vitivinicola-michele-chiarlo/wines/nivole-moscato-dasti-2013","/wineries/azienda-vitivinicola-michele-chiarlo/wines/nivole-moscato-dasti-2013","background-image:url(//images.vivino.com/thumbs/AIv_DdLJRIKMCvyadgeTpA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco Brut","3.6","11.98","487","it","Italy","Prosecco","Maschio","/wineries/maschio/wines/prosecco-brut-8888","/wineries/maschio/wines/prosecco-brut-8888","background-image:url(//images.vivino.com/thumbs/j31wd5HqRNqowXi9TG89ww_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Il Fresco Rosé","3.6","9.99","482","it","Italy","Veneto","Villa Sandi","/wineries/villa-sandi/wines/fresco-ros-8888","/wineries/villa-sandi/wines/fresco-ros-8888","background-image:url(//images.vivino.com/thumbs/zZxBmYXmQBCBfOUAFcDyzA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Private Cuvée Brut","3.4","10.99","478","it","Italy","Prosecco","Zardetto","/wineries/zardetto-prosecco/wines/brut-private-cuve-8888","/wineries/zardetto-prosecco/wines/brut-private-cuve-8888","background-image:url(//images.vivino.com/thumbs/4USKbVkdSQm-3D6I6dYBhg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Sofia Blanc de Blancs 2014","3.7","16.99","476","us","United States","Monterey County","Francis Ford Coppola","/wineries/francis-ford-coppola/wines/sofia-blanc-de-blancs-2014","/wineries/francis-ford-coppola/wines/sofia-blanc-de-blancs-2014","background-image:url(//images.vivino.com/thumbs/YZEst-7ERyeCCoyrQ0cp4g_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Risqué Methode Ancestrale","4.1","12.99","475","fr","France","Languedoc-Roussillon","Toad Hollow","/wineries/toad-hollow-vineyards/wines/risqu-8888","/wineries/toad-hollow-vineyards/wines/risqu-8888","background-image:url(//images.vivino.com/thumbs/027mx9rb22cwg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Vigneto Giardino Rive di Colbertaldo Valdobbiadene Prosecco Superiore Dry","3.9","23.99","475","it","Italy","Prosecco di Conegliano-Valdobbiadene","Adriano Adami","/wineries/adami/wines/adriano-vigneto-giardino-rive-di-colbertaldo-valdobbiadene-superiore-prosecco-8888","/wineries/adami/wines/adriano-vigneto-giardino-rive-di-colbertaldo-valdobbiadene-superiore-prosecco-8888","background-image:url(//images.vivino.com/thumbs/yT47ANgfS_OmwZho6Sca0g_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Première Cuvée Rosé Brut","4.0","59.99","468","fr","France","Champagne","Bruno Paillard","/wineries/champagne-bruno-paillard/wines/champagne-premiere-cuve-reims-brut-ros-8888","/wineries/champagne-bruno-paillard/wines/champagne-premiere-cuve-reims-brut-ros-8888","background-image:url(//images.vivino.com/thumbs/_nv6JQ3MQHas3Nt7TnWaRg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Grand Vintage Rosé 2008","4.1","63.99","467","fr","France","Champagne","Moët &amp; Chandon","/wineries/moet-and-chandon/wines/champagne-grand-vintage-rose-2008","/wineries/moet-and-chandon/wines/champagne-grand-vintage-rose-2008","background-image:url(//images.vivino.com/thumbs/4tUJm84FRvuOeqLl4WxpPQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco","3.5","11.99","462","it","Italy","Prosecco","Canella","/wineries/canella/wines/2872718-prosecco-8888","/wineries/canella/wines/2872718-prosecco-8888","background-image:url(//images.vivino.com/thumbs/1352439516_8363_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Rosé","3.9","53.99","462","fr","France","Champagne","Pommery","/wineries/pommery/wines/rose-8888","/wineries/pommery/wines/rose-8888","background-image:url(//images.vivino.com/thumbs/c0tCRcyQR46VQh6-OUZ1Pg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut Rosé","4.0","52.99","461","fr","France","Champagne","H. Billiot &amp; Fils","/wineries/champagne-h-billiot-and-fils/wines/brut-grand-cru-champagne-8888","/wineries/champagne-h-billiot-and-fils/wines/brut-grand-cru-champagne-8888","background-image:url(//images.vivino.com/thumbs/49d_2Z4vSWyjgJ68Q-1Jxg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Vintage Extra Brut Celebris 2002","4.4","118","461","fr","France","Champagne","Gosset","/wineries/champagne-gosset/wines/celebris-vintage-extra-brut-2002","/wineries/champagne-gosset/wines/celebris-vintage-extra-brut-2002","background-image:url(//images.vivino.com/thumbs/-aH09mkbRK6uZQGjWWPiig_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
