qWineTypes,qFoodpairings,qPriceMin,qPriceMax,qMinRating,title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,img,pagetime,pageurl
"Red","Poultry","10","40","3.5","Cabernet Sauvignon 2014","3.8","$13.99","1456","us","United States","California","The Show","/wineries/us-the-show/wines/california-the-show-cabernet-sauvignon-2014","/wineries/us-the-show/wines/california-the-show-cabernet-sauvignon-2014","//images.vivino.com/thumbs/NWkPwzXcRCC6Q6oCH9b8RQ_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Saldo 2014","4.2","$27.99","1448","us","United States","California","The Prisoner Wine Company","/wineries/us-prisoner-wine-company/wines/saldo-2014","/wineries/us-prisoner-wine-company/wines/saldo-2014","//images.vivino.com/thumbs/ZzdKcJXeQASu_qWxTwT1_Q_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Rioja Reserva 2008","3.7","$19.99","1442","es","Spain","Rioja","Muriel","/wineries/muriel/wines/muriel-reserva-2008","/wineries/muriel/wines/muriel-reserva-2008","//images.vivino.com/thumbs/m3O-ay5FRZud5pSGeAVorw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Cabernet Sauvignon 2014","4.1","$26.86","1439","us","United States","Paso Robles","Daou","/wineries/daou/wines/cabernet-sauvignon-paso-robles-2014","/wineries/daou/wines/cabernet-sauvignon-paso-robles-2014","//images.vivino.com/thumbs/3XrZLngOTPm04oYGsqalTA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Pleiades Old Vines","4.1","$24.99","1429","us","United States","California","Sean Thackrey","/wineries/sean-thackrey/wines/pleiades-california-xlx-old-vines-red-table-8888","/wineries/sean-thackrey/wines/pleiades-california-xlx-old-vines-red-table-8888","//images.vivino.com/thumbs/Foce0qvBTOe6DtZfeUruUA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Mount Hermon Red 2013","3.7","$12.98","1405","il","Israel","Galil","Hermon","/wineries/il-hermon/wines/mount-hermon-red-2013","/wineries/il-hermon/wines/mount-hermon-red-2013","//images.vivino.com/thumbs/_5nzd4sSTrqw1X9BhsfEgw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Selección Malbec 2014","3.7","$17.99","1403","ar","Argentina","Mendoza","Alamos","/wineries/alamos-winery/wines/alamos-seleccin-malbec-2014","/wineries/alamos-winery/wines/alamos-seleccin-malbec-2014","//images.vivino.com/thumbs/06B-KXK6R0eh5uPnhRwfgw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Allomi Cabernet Sauvignon 2014","4.0","$29.99","1403","us","United States","Napa Valley","The Hess Collection","/wineries/hess-collection-winery/wines/napa-valley-allomi-cabernet-sauvignon-2014","/wineries/hess-collection-winery/wines/napa-valley-allomi-cabernet-sauvignon-2014","//images.vivino.com/thumbs/oET4n_W7QhOti_g-73sWkw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Boom Boom! Syrah 2014","3.6","$14.99","1402","us","United States","Columbia Valley","Charles Smith","/wineries/charles-smith/wines/boom-boom-syrah-2014","/wineries/charles-smith/wines/boom-boom-syrah-2014","//images.vivino.com/thumbs/20u-oN2YSpevGsfBTjkWUQ_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Bramare Malbec 2013","4.3","$34.97","1400","ar","Argentina","Uco Valley","Viña Cobos","/wineries/cobos/wines/bramare-valle-de-uco-malbec-2013","/wineries/cobos/wines/bramare-valle-de-uco-malbec-2013","//images.vivino.com/thumbs/z4IZMkHDS_KPryRWUFuNHg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Cabernet Sauvignon 2012","4.1","$39.99","1399","us","United States","Napa Valley","Honig","/wineries/honig-vineyard-and-winery/wines/2047697-napa-valley-cabernet-sauvignon-2012","/wineries/honig-vineyard-and-winery/wines/2047697-napa-valley-cabernet-sauvignon-2012","//images.vivino.com/thumbs/QBrkW-nQQj6dWH4ln4YOwQ_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Vino Nobile di Montepulciano 2012","3.6","$13.98","1394","it","Italy","Vino Nobile di Montepulciano","Fattoria del Cerro","/wineries/it-fattoria-del-cerro/wines/vino-nobile-di-montepulciano-2012","/wineries/it-fattoria-del-cerro/wines/vino-nobile-di-montepulciano-2012","//images.vivino.com/thumbs/xGQ6jwVeQyWbEPL-OVt0ag_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Le Maestrelle Toscana 2013","3.6","$19.99","1393","it","Italy","Toscana","Santa Cristina","/wineries/santa-cristina/wines/santa-cristina-les-maestrelle-toscana-2013","/wineries/santa-cristina/wines/santa-cristina-les-maestrelle-toscana-2013","//images.vivino.com/thumbs/TZnTdk3tQnqQ0EwH0uOY5g_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Uno (1) Malbec 2013","3.8","$17.98","1389","ar","Argentina","Uco Valley","Antigal","/wineries/antigal/wines/mendoza-1-malbec-2013","/wineries/antigal/wines/mendoza-1-malbec-2013","//images.vivino.com/thumbs/O5S_jDInRHCUEcMUxynvyA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Berardenga Chianti Classico 2012","3.8","$24.99","1389","it","Italy","Chianti Classico","Fèlsina","/wineries/it-felsina/wines/chianti-classico-2012","/wineries/it-felsina/wines/chianti-classico-2012","//images.vivino.com/thumbs/nsVFkNvpQVSOyNb_QCR8bA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Cabernet Sauvignon Reserva 2014","3.7","$14.99","1383","cl","Chile","Valle del Maipo","Perez Cruz","/wineries/vina-perez-cruz/wines/reserva-cabernet-sauvignon-2014","/wineries/vina-perez-cruz/wines/reserva-cabernet-sauvignon-2014","//images.vivino.com/thumbs/oQxROp6DTB-WHitwP72IoA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Zinfandel 2014","3.8","$14.99","1380","us","United States","Lodi","The Federalist","/wineries/the-federalist/wines/zinfandel-2014","/wineries/the-federalist/wines/zinfandel-2014","//images.vivino.com/thumbs/Z4jGM4_DThOjR-qaG5Z9nw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Pinot Noir 2012","3.5","$15.98","1373","nz","New Zealand","Marlborough","Matua","/wineries/matua-valley/wines/marlborough-pinot-noir-2012","/wineries/matua-valley/wines/marlborough-pinot-noir-2012","//images.vivino.com/thumbs/AheZHiMVS4OmZ2KqLUfTQA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Catena Malbec Vista Flores 2014","4.0","$16.97","1369","ar","Argentina","Vista Flores","Catena Zapata","/wineries/catena-zapata/wines/catena-malbes-vista-flores-2014","/wineries/catena-zapata/wines/catena-malbes-vista-flores-2014","//images.vivino.com/thumbs/PaLWzQ1SQme5UhnJj79QCg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Cabernet Sauvignon 2011","3.5","$16.99","1366","us","United States","California","Bonterra","/wineries/bonterra-vineyards/wines/cabernet-sauvignon-2011","/wineries/bonterra-vineyards/wines/cabernet-sauvignon-2011","//images.vivino.com/thumbs/iqd7Tz3eTO2hIqPcnFLudg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Max Reserva Cabernet Sauvignon 2014","3.7","$14.99","1360","cl","Chile","Aconcagua","Errazuriz","/wineries/errazuriz/wines/max-reserva-cabernet-sauvignon-2014","/wineries/errazuriz/wines/max-reserva-cabernet-sauvignon-2014","//images.vivino.com/thumbs/RhC0yBSTQ1mcU66OERmVZg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Gran Reserva Carmenère 2014","3.8","$16.98","1341","cl","Chile","Valle del Maipo","Tarapaca","/wineries/tarapaca-ex-zavala/wines/gran-reserva-carmenr-2014","/wineries/tarapaca-ex-zavala/wines/gran-reserva-carmenr-2014","//images.vivino.com/thumbs/Ukw5svxiTOKVcj1cDf0Ntg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Diamond Collection Silver Label Pinot Noir 2014","3.7","$17.99","1337","us","United States","Monterey County","Francis Ford Coppola","/wineries/francis-ford-coppola/wines/diamond-collection-silver-label-pinot-noir-2014","/wineries/francis-ford-coppola/wines/diamond-collection-silver-label-pinot-noir-2014","//images.vivino.com/thumbs/CbHIdkF-QxOgYP2QMwGupQ_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Estate Cabernet Sauvignon 2012","4.1","$34.95","1331","us","United States","Napa Valley","Silverado","/wineries/silverado-vineyards/wines/estate-grown-napa-valley-cabernet-sauvignon-2012","/wineries/silverado-vineyards/wines/estate-grown-napa-valley-cabernet-sauvignon-2012","//images.vivino.com/thumbs/fV0dXZKMQDKzvceVTkDFXw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Estate Malbec 2015","3.7","$11.99","1329","ar","Argentina","Tupungato","Doña Paula","/wineries/dona-paula/wines/estate-malbec-2015","/wineries/dona-paula/wines/estate-malbec-2015","//images.vivino.com/thumbs/lsqLeZgXRvaJYiT2-iBQbg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","The Blend 2013","3.8","$21.99","1329","cl","Chile","Valle de Colchagua","Primus","/wineries/veramonte-primus/wines/primus-colchagua-valley-the-blend-2013","/wineries/veramonte-primus/wines/primus-colchagua-valley-the-blend-2013","//images.vivino.com/thumbs/pmVbC9qSStKblW69Odx5xQ_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Vintner's Reserve Cabernet Sauvignon 2013","3.7","$20.99","1316","us","United States","Sonoma County","Kendall-Jackson","/wineries/kendall-jackson/wines/california-vintners-reserve-cabernet-sauvignon-2013","/wineries/kendall-jackson/wines/california-vintners-reserve-cabernet-sauvignon-2013","//images.vivino.com/thumbs/NIngwTuUQampfnR4qfRtVA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Cabernet Sauvignon 2013","3.8","$18.97","1314","ar","Argentina","Mendoza","Luigi Bosca","/wineries/bodega-luigi-bosca/wines/2173973-cabernet-sauvignon-2013","/wineries/bodega-luigi-bosca/wines/2173973-cabernet-sauvignon-2013","//images.vivino.com/thumbs/VjyC7gVVRXi3PmbtLtNr2Q_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Chianti Classico 2012","3.6","$16.99","1307","it","Italy","Chianti Classico","Albola","/wineries/it-albola/wines/chianti-classico-2012","/wineries/it-albola/wines/chianti-classico-2012","//images.vivino.com/thumbs/tJANpLMcS3KTSJCILorP1A_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Felino Cabernet Sauvignon 2014","3.9","$19.99","1305","ar","Argentina","Mendoza","Viña Cobos","/wineries/cobos/wines/mendoza-felino-cabernet-sauvignon-2014","/wineries/cobos/wines/mendoza-felino-cabernet-sauvignon-2014","//images.vivino.com/thumbs/-MkOpiAYT6yxpSUWiv2kgw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Cabernet Sauvignon Gran Reserva 2012","3.8","$14.24","1302","cl","Chile","Valle de Colchagua","Terranoble","/wineries/terranoble/wines/gran-reserva-colchagua-valley-cabernet-sauvignon-2012","/wineries/terranoble/wines/gran-reserva-colchagua-valley-cabernet-sauvignon-2012","//images.vivino.com/thumbs/La_9HeI-SXq5cw8yGxaJSg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Napa Valley Cabernet Sauvignon 2012","3.7","$35.97","1301","us","United States","Napa Valley","William Hill","/wineries/william-hill-winery/wines/napa-valley-cabernet-sauvignon-2012","/wineries/william-hill-winery/wines/napa-valley-cabernet-sauvignon-2012","//images.vivino.com/thumbs/gVFZiWmVT1e-EFj7lPS_AQ_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Montes Twins Malbec - Cabernet Sauvignon 2012","3.5","$14.98","1301","cl","Chile","Valle de Colchagua","Montes","/wineries/montes/wines/twins-red-malbec-cabernet-sauvignon-2012","/wineries/montes/wines/twins-red-malbec-cabernet-sauvignon-2012","//images.vivino.com/thumbs/-vWUD_otSkCWWmjGFXtlkw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Cabernet Franc 2011","4.1","$25.97","1300","ar","Argentina","Mendoza","El Enemigo","/wineries/el-enemigo/wines/mendoza-cabernet-franc-2011","/wineries/el-enemigo/wines/mendoza-cabernet-franc-2011","//images.vivino.com/thumbs/RxktbWlCRqm8ZpQ7Gr_KJw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","AR Argentina","3.8","$16.99","1299","ar","Argentina","Mendoza","Locations","/wineries/locations/wines/locations-ar-argentina-8888","/wineries/locations/wines/locations-ar-argentina-8888","//images.vivino.com/thumbs/nTmWROe3QDicMLEZOc5ZVA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Malbec Estate 2013","3.8","$21","1298","ar","Argentina","Valle de Cafayate","Colomé","/wineries/bodega-colome/wines/high-elevation-estate-valle-calchaqui-salta-malbec-2013","/wineries/bodega-colome/wines/high-elevation-estate-valle-calchaqui-salta-malbec-2013","//images.vivino.com/thumbs/KwTh8rhlSlSEK-ETInkJVw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Alaya Tierra 2013","4.4","$34.99","1292","es","Spain","Almansa","Bodegas Atalaya","/wineries/atalaya-almansa/wines/36731841-alaya-tierra-old-vines-vieilles-vignes-2013","/wineries/atalaya-almansa/wines/36731841-alaya-tierra-old-vines-vieilles-vignes-2013","//images.vivino.com/thumbs/Denc6H48TZ6fyVitN3n21Q_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Gattinara 2011","3.9","$27.99","1291","it","Italy","Gattinara","Travaglini","/wineries/travaglini/wines/gattinara-2011","/wineries/travaglini/wines/gattinara-2011","//images.vivino.com/thumbs/-6qUFT1QRD-s3HlDfLkU5g_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Reserve Cabernet Sauvignon 2014","4.1","$34.97","1287","us","United States","Paso Robles","Daou","/wineries/daou/wines/paso-robles-cabernet-sauvignon-2014","/wineries/daou/wines/paso-robles-cabernet-sauvignon-2014","//images.vivino.com/thumbs/AzaWpzqzRk2hTFkdJdGFhw_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Malbec I 2010","3.8","$27.99","1286","ar","Argentina","Mendoza","Pulenta Estate","/wineries/pulenta/wines/i-malbec-2010","/wineries/pulenta/wines/i-malbec-2010","//images.vivino.com/thumbs/AJ6KySENTwCjC_h3pSRwZg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Cabernet Sauvignon 2014","4.0","$24.98","1284","us","United States","Central Coast","Smith &amp; Hook","/wineries/smith-et-hook/wines/cabernet-sauvignon-2014","/wineries/smith-et-hook/wines/cabernet-sauvignon-2014","//images.vivino.com/thumbs/NCRyZO1GTmK7l-k31rSeyA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Rioja Gran Reserva 2004","4.0","$25.99","1272","es","Spain","Rioja","Marqués de Cáceres","/wineries/marques-de-caceres/wines/caceres-gran-reserva-2004","/wineries/marques-de-caceres/wines/caceres-gran-reserva-2004","//images.vivino.com/thumbs/00wkkm5biktt3_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Badia a Passignano (Gran Selezione) Riserva Chianti Classico 2008","4.1","$39.95","1270","it","Italy","Chianti Classico","Marchesi Antinori","/wineries/antinori-wine-estates/wines/1264964-badia-a-passignano-chianti-classico-riserva-2008","/wineries/antinori-wine-estates/wines/1264964-badia-a-passignano-chianti-classico-riserva-2008","//images.vivino.com/thumbs/1RojKiW5RmaBc-4N8hkhPA_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Barbera d'Asti","3.8","$15.99","1268","it","Italy","Barbera d'Asti","Damilano","/wineries/damilano/wines/barbera-dasti-8888","/wineries/damilano/wines/barbera-dasti-8888","//images.vivino.com/thumbs/gm_wBvAYTXSlKFiERcmUzg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Pinot Noir 2014","3.9","$19.98","1266","us","United States","Oregon","Elouan","/wineries/elouan/wines/oregon-pinot-noir-2014","/wineries/elouan/wines/oregon-pinot-noir-2014","//images.vivino.com/thumbs/f19CsIy1QR66tJKbIeIjFg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
"Red","Poultry","10","40","3.5","Pinot Noir 2013","3.8","$34.99","1261","nz","New Zealand","Marlborough","Cloudy Bay","/wineries/cloudy-bay/wines/pinot-noir-2013","/wineries/cloudy-bay/wines/pinot-noir-2013","//images.vivino.com/thumbs/PohySxi_SaGUYCsHOSIKKg_150x200.jpg","Thu Jul 06 2017 13:49:58 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI11jNVy83MszU0UMtNrLA1MVBLrrQtLVYrsDVUK7ZNTlQrS7YtKSpNVSsviY4FiqUBSSMDAPpDEaM="
